Content,Score
good idea sir,5
baguss bet anjirrr,5
Saya perlu tau akun siapa saja yang sudah/belum follow back. tolong segera diperbaiki fiturnya,3
GG gaming gk adik adik,5
Asiiikkkk bangettt walaupun awalnya bingung gimana cara pakeknyaaa\U0001f606,5
Keren,5
Treads saya mengalami glitch parah,1
Kembaran sama kaya Twitter,5
p bang,5
"Congratulations for the formation of threads from Meta, I hope your team will be better",5
It is so good \U0001f60a\U0001f44d\U0001f3ff,5
Perlu di kasih penerjemah bahasa,5
Semoga ada fitur penerjemahan otomatis,5
tambahin mode gelap,5
Kembangkan lagi untuk menjadi yang terbaik,5
Apakah saya yang pertama memberi ulasan ?,5
Please put the picture and video button for andorid to created threads,5
Pertama,5
good,5
pelan pelan pak supir,5
"Bagus \U0001f44c tapi belum di coba ,",5
bikin kek twiter persis,5
Bagus,5
Kenapa di hp saya tampilannya rusak?,2
Nice,5
Dark mode please!,5
"Keren gak lag sama sekali, gak kayak aplikasi sebelah",5
bagus,5
Kamu nanya ?,5
Rivalnya Twitter,5
"Geter geter di berandanya,,,langsung uninstall njir gua",1
"Belum bisa di buka, nanti kalo dah bisa baru aku ubah bintang ny \U0001f44e",1
good,5
Kok punya saya ga bisa ter download si kenapa yaa,1
good,5
Baru,5
Nunggu timeline di perbaiki biar yang muncul hanya yg difollow,1
keren cuy,5
Semoga banyak bokepnya,5
Pertahankan dan update fitur lengkap agar nyaman,5
Okee,5
ANJAY ORANG PERTAMA YANG REVIEW apk nya sama aja kaya ig/twitt 5/5,5
"Saya cari di google play store kok gak ketemu, ketemunya cari di google",1
Baru install... Tampilannya masih ada bug... Segera diperbaiki ya,2
"Halo developer, saya awalnya lancar post gambar, tetapi sekarang sudah tidak bisa, mohon diperbaiki",4
Lumayan keren,5
really need a translation,5
Mencoba sesuatu yang baru hahahaha\U0001f5ff,5
Ok,5
"Aplikasinya serupa dengan instsgram, btw keren",5
Hanya test karena mirip Twitter jadi penasaran seperti apa Twitter buatan raksasa sekelas Meta. Dari segi tampilan sih mantap cuma yang buat bosen fitur-fiturnya masih kalah & ketaut sama instagram (ga berdiri sendiri) jadi harus buat IG dulu saat mau mencoba.,4
Lumayan bagus,5
Bagus,5
Sebenernya bagus tapi yg bikin nyebelin banget tuh semua orang statusnya nongol di timeline kita berasa kek pasar\U0001f92e improve kaya ig dong yg muncul tuh yg cuma kita follow aja jangan malah semuanya nimbrung buset\U0001f92e,2
gtw main nya wk,5
Ok,5
PERTAMAX,5
Not free speech,1
Minimal donlot ges,5
"bagus n seruu, tp knp threads sy ngelag tbtb ya. ""ada masalah, coba lagi"" gtu trs dri tdi siang pdhl awalnya normal n bisa dipake",5
"Kadang mau nulis kolom komentar nya ketimpa sama keyboard, semoga segera diperbaiki yaa",4
Terlalu bagus .... Wajib download,5
First,5
Bug parah di hp padahal aplikasi sedang tidak digunakan,1
\U0001f63a,5
Terima kasih,5
Baguss,5
Bagus bingits,5
Masih uji coba,4
Cukup oke,5
"Bintang 5, Manteb Banget",5
Blm tau kedepannya,5
Kerja bagus mark \U0001f44d\U0001f3ff\U0001f60b,5
Sangat bermanfaat,5
Hehe,5
Lesgooo,4
oklh,3
Gf,5
kren,5
apa ini,5
"Bagus si, cuma ga paham dikit",4
"Fitur apk nya sangat bagus dan menarik cocok buat bikin kata\xb2motivasi inspirasi deh, mantappun jiwa",5
SERUUUU PUOLLLL,5
New realease\U0001f44d,5
tidak bisa dibuka mentok logo ga guna!,1
Mantap,5
Msih suka ngebug ni apk pas baru masuk udh kek eror gitu threadsnya,1
Tolong Adain fitur translate nya dong soalny susah buat nge fangirls bahasa kalbu semua\U0001f62d,5
"Kak tambain fitur translet, kasian orng yg ngk bisa B.inggris",4
Ada bug saat membuka dimana aplikasi static saat di men scroll,3
I like,5
Ga tau fungsinya apa jadi bintang 5 aja soalnya gabut,5
Tungg di ban saja,4
Mirip twitter,5
Waduh,5
Good,5
Masi banyak bug,4
Hallo nama saya dan inilah treads,5
Sangat \U0001f44e,1
\U0001f60d,5
Boleh lah guyss,5
Ok lah,4
Seruuuuuu abizzz,5
"aku kasih bintang 4 soalnya aplikasi nya bagus dan lucu bangeeeetttt, tapi sayangnya gabisa bikin lebih dari 1 ya account nya? toloonggg dooongg bisa bikin buat beberapa account",4
Ngebug,1
Buat translate nyaa plissssss,5
Pertama download,5
Bang coki ngasi ulasan ga ya disini?,3
unnormal,2
Pertama yg mengulas...baru nyoba juga,5
Ok kita cobak dulu wkwka,5
Mantab bang markberg,5
App Crash on android 9 \U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e,1
Masih Ada Bug,3
Aplikasi nya ngebug,1
mantap nying,5
Bagus,5
Bagus\U0001f44d,5
"Masih fresh sih , belum banyak fitur di kembangkan , mudahan lebih ramai seperti burung buru.",5
Wooww,5
"Aplikasinya bagus, saran saya bisa ditambahkan fitur Hastag agar memudahkan dalam mempromosikan seseorang dan membuat thread lebih mudah dijangkau banyak orang.",4
Gg,5
Keren,5
Baru coba,5
Bagus,5
Cool,5
Gpp si ydh,5
Yey,5
Masudte hwpknau kaga,4
Bagus,4
i think my app eror,1
Nice Application\u203c\ufe0f,5
Good,5
Twitter versi ringkas dan gak ada fitur aneh-aneh seperti buatan Elon Musk gaje itu.,5
sep2 mayanlah,5
Keren,5
Bagus.,5
Udah bagus semua tapi ada yang kurang kurang nya itu untuk men translate nya belum ada,5
Oke,5
"Akun dari Ig, selalu logout.",2
EROR CANNOT SCROLLING,1
Keren,5
Kegagalan itu adalah kesuksesan yg tertunda coba lihat dan dengar aja anda pasti bisa..........,5
Penggunaan threads pertama di padang,5
Masih bagusan free fayer si,5
"Gak bisa di download, pasti gagal terus. Padahal memory masih ada sisa 20GB, jaringan juga lancar",1
BUGGGGG,5
Tampilan aplikasi pada handphone saya masih error entah bug atau tidak sesuai. Jadi saya tidak bisa menggunakanya,1
"yo, this app not compac with asus zmpm1 device",2
Keren threads coy\U0001f601,5
Mantap,5
twt jelek thread ig mabar,5
twitter cacad,5
Nampak menjanjikan,5
"Bagus, tp blm ada terjemahan,gw ga ngerti idol gw bikin threads",4
Keren pokonamah,5
Masih coba\xb2,4
Anjay keren,5
Ngebug :(,3
Lumayan,5
Agak jelek tapi gpp,5
Mantap si Mark teruskan sekalian buat game dong,5
Karena saya jahat jadi saya kasih bintang 1,1
Keren zuck,5
"16:00 Kamis, 6 Juli 2023",5
First:V,5
Let him cook\U0001f525,5
"Ada bug di mana saat post foto dengan format PNG aplikasi langsung force close, mohon untuk segera diperbaiki. Selebihnya guud sih\U0001f44d",3
gbs donlot,1
bagus,5
Bagus,5
Keren,4
@reifanalvr sokin ngab,5
Mantap,5
Gokilll si item vs biru\U0001f923,5
Bagus,5
Coba coba dulu jangan lupa saling follow 15002385 ya,5
lumayan,5
keren bgt,5
"Pas pertama pakai lancar, tpi pas berselang lama malah muncul bug pas scroll kebawah tulisannya ikut ngikut, mohon segera diperbaiki \U0001f64f\U0001f3fb",2
"Redmi Note 6 Pro. masih banyak bug, saat scroll dan pindah ke lainnya semua teks gambar dan lainnya tertumpuk jadi satu layar",1
Mau scroll tiba bug render,3
keren zuck,4
Setidaknya sejauh ini membantu saya,5
Jadi yang pertama unduh dan mengulas di indonesia,5
Bagua,5
mirip twitter jir,4
Masih ada bug,2
Nyoba dulu nih gue kali aja nyaman,5
Anjay,5
Ok,4
serrrruuuu,4
Gg,5
Pertama bang Mark Zuckerberg,5
Waw twitter vs threads,4
gud,4
buggggg oi,4
Siip,5
Mantap mark,5
Ikutan yang lagi hits aja... \U0001f92d,5
Mark the best,5
"Mohon Maaf, Ini Aplikasi Sudah Di Install, Tapi Tiba\xb2 Mendadak Tampilannya UI-nya Bug Dan Glitch (Tema / Themes : Mode Gelap / Dark Mode), Tolong Perbaiki Aplikasi Ini \U0001f64f, Terimakasih \U0001f64f",3
Kalau udh bisa liat # tranding gw kasih \u2b505,4
Better than Twitter!,5
Ok,5
Dahlah aku suka,5
App crash,1
"Please make tab following, i just want to see my following. Thanks",4
Good,5
"Bisa dibuka, tapi teks sama gambarnya malah jadi berganda ketika ngescroll maupun nekan tombol icon.",2
Oke siih,4
bagus \U0001f44d,5
Good,5
Ihey Keburu Rame uhuy,5
bagus bangett ( gue belum instal njir ),5
Keren bang Messi,5
Bru nyoba biar ngak dia anggap gaptek,4
\U0001f44d\U0001f44d\U0001f44d\U0001f44dbaguss,5
Masih banyak bug,4
keren,2
ui bagsu,3
bagus,5
Coba dlu mudah\xb2an durasinya panjangan,5
"Tidak bisa di install,",1
First.!? \U0001f923,5
Anjay orng pertama,5
Wow,5
\U0001f44d,5
Tolong diberi opsi untuk mengubah username agar dapat berbeda dari username instagram.,4
"Kok bermasalah, yah?",4
jujur sru bgtt,5
Kita coba dlu yekan??\U0001f609 ulasan pertama\U0001f601,3
Apa itu twitter ?,5
Wait can this app go popular,4
Keren sih tolong ya apk ini kekurangan nya ga ada mode gelap \U0001f64f,5
"Untuk apk baru rilis ini mah udh mantep banget, lanjutkan META\U0001f525\U0001f525",5
"Ini emang gabisa ya ngecek langsung mana yang Uda difollow mana yang belum,masa harus cek satu persatu",4
"Bused, jadi gw yg pertama nih kwkwkk??",5
oke,5
okesih,5
Nak coba,2
Saya kasih bintang 5 walaupun saya belum download,5
"Apk nya sama kek Twitter, minusnya gk bisa simpan gambar, dan moga aja gak ricuh kek di Twitter aja sih\U0001f44d",5
"well, bagus sih apk nya. tp tolong ditingkatin lagi, suka ngelagg, terus jarak antara love sama komentarnya kedeketan pls",5
"tolong banget untuk pembuat aplikasi kalau benar benar ingin bersaing dengan twiter standar komunitasnya diperbaiki,karna sebagian orang lebih menggunakan suatu sosmed dengan tujuan untuk mencari gambar kartun tanpa busana. untuk sementara saya kasih rating bintang 1\U0001f64f",1
Amazing app,5
tidak bisa lihat jumlah followers dan following,3
Kaga centang biru gw\U0001f5ff,1
"Semoga bisa menghasilkan uang dengan modal mengupload sesuatu, dan lelalu memblokir hal-hal berbau lgbt",5
Test 12345,4
Bagus di gunakan bintang\u2b50\u2b50\u2b50\u2b50\u2b50,5
Nice,5
"Erorrrr, nge blangee muluuuuuu",2
"Ngebug, tampil membayang2",1
"Apa-apaan baru aja main udah dibatasin, lebih bagusan Twitter mah kalo kek gini.",5
Tampilain uinya cukup bagus,5
"Developer minta aplikasi ini ada fitur trending, translate bahasa, beranda hanya boleh orang yang difollow saja jadi kalau belum difollow ga boleh lewat diberanda. Semoga didengerin ya, saya akan kembali dan akan memberi bintang 5 kalau fitur fitur diatas sudah ada.",3
mau coba,5
"SAMNGAT DEVELOPER, BYW GWE FIRST REVIEW WKWK",5
Mantap ngga kaya apk sebelah,5
Ngebug,1
Gimmi a try first,4
Masi bug,3
Welcome to threads,5
"Baru buka dah ada bug anjir, tampilan nya nge crash",1
Goodbye twiter\U0001f31a,5
"So far so good. Tapi please tambahin fitur edit, thank you.",5
Good stuff! Mohon pada halaman beranda diberikan opsi tabs hanya melihat threads dari orang yang kita follow saja,4
Timelinenya masih berantakan tolong diperbaharui,2
Masih ngebug coy masa threads gua begini,1
"Masih enak di Twitter, karena bisa menerjemahkan bahasa asing, ini belum bisa dan seharusnya login nya tidak harus pakai Instagram, ada yang ngeluh menghapus apk ini sama aja menghapus akun Ig.",4
TAMBAHIN FITUR SAVE PLISS,5
baru download hehe,5
"keren amat nyaingin Twitter, hihihiha",5
Orang pertama komen hadir wkwkkw,5
Bagus banget,5
komen pertama dapet apa min?,5
Sangat disarankan untuk anda yang bermain media sosial seperti saya aplikasi ini sangat memungkinkan untuk berinteraksi lebih dekat,5
"Ikan hiu imaskonak, makhyet",5
"Apknya bagus dan seruu, mungkin nanti kalo d upgrade lagi bisa up voice note kli yh spya tambah seruuu",5
Keren,5
"Tambahkan pencarian kata bukan hanya orang saja, tambahkan topik trending",1
Booleh,5
"Kayak seperti Twitter, tapi masih dicoba apakah recommended apa engga...",4
Keren,5
Bagus lah,5
"TAMBAHIN FILTUR TRANSLATE DONGGGGGG, NNTI AKU KASIH BINTANG 5",4
Susah log in,1
Apa kamu yakin ingin memakai ini?,5
Bagus,5
"di bedain min mengikut Ama yg publik jadi gk bingun, samain aja kayak Twitter",3
Tolong buat fitur akun ganda di threads.,4
good for now,5
Mari kita coba,4
Terdapat glitch pada tampilan jika menggunakan dark mode sehingga aplikasi tidak bisa digunakan dengan semestinya. Tolong segera perbaiki,3
Mang eakk,4
go go,5
"ada bug, berupa force close saat upload foto",4
Best,5
Good,5
"Kekurangan 1.terlalu berat lag kalau scroll panjang ""hp gw kentang cuy""\U0001f601 2.gk ada mode gelap, mata auto sakit 3.Kadang pas refresh loading nya gk selesai selesai, padahal di fb atau di ig lancar\xb2 aja\U0001f601",3
Pertama,5
yang pertama cung!!,5
tambahin lagi fiturnya bang mark,4
Wew,5
Uwaw,5
Alhamdulillah aplikasi nya bagus banget,5
Bagusss sekali gk kaya sebelah semuaa bayar\U0001f644,5
SANGAT KEREEEEN,5
"first install, langsung muncul bug, hemmmm \U0001f610\U0001f610\U0001f610",1
the screen got an error and doesn't stop looping...,1
"Aku fomo, aku download \U0001f60c",5
aku kasih bintang 3 dulu kalo followers ku udah banyak aku tambahin bintangnya,3
mantap,5
"Terdapat glitch yang super duper mengganggu, ga bisa ngeliat apa"" huhu.. padahal pingin nyoba juga",3
Keren,5
Kerenn bangett,5
Bingung harus ngomen apa,4
Oke mantab,5
MFF kurang asik mwu post meme,2
Ayo hancurkan elon wkwkwk,5
First dpt skin?,5
"yee guwe pertama, bintang 1 pula",1
Komen pertama dapet apa yaa.. \U0001f601,5
Bang!!! Tolong ada fitur bisa nyimpan foto dan video gitu donggg\U0001f629\U0001f64f,4
Gw First bg mark,5
I'm waiting for the CEO of Threads to fist fight the CEO of Twitter.,5
Lumayan bagus,5
First kah ?? . Saling follow ig lah @saefflm_,4
Mantap saingan baru tiwter,5
Tambahkan penerjemah kata!,4
Gw adalah orang pertama di indonesia yang memberikan ulasan di aplikasi ini.,5
Coba dulu,4
"Bagus, cuman aku masih belum terlalu ngerti mainin apk ini. Aku juga bingung gimana cara upload video, soalnya pas aku pencet, cuman ada untuk foto\U0001f62d\U0001f64f",5
Bintang 5 dulu sebagai pemula dan aplikasi ini baru dirilis,5
keren dan mantap,5
Login boy,5
Jelek,1
Nyobain,3
Mantaps,5
Okelah,5
Elon menangis,5
Mantab \U0001f576,5
Mantap,5
Silahkan di coba,4
"Ga bisa sentuh apapun bug parah, tiap di touch screen ancur glitch bertumpuk. Bad start for a new platform.",1
Ada bug ketika balas ulasan dengan foto,3
mark vs elon \U0001f923,4
gatau tp bagus myb,5
Mantap,5
"karna gw old kasi centang min,,akun @im.okta21_ \U0001f5ff\u261d",5
"Wowwe,I'ts amazing app",5
wow bagus sprt twitter,5
Tambahkan fitur global search post,5
Eror tampilannya,1
Kita coba dulu ges,5
"There is no sending message feature yet,sir",5
gatau,4
"Saya harap untuk login tidak menggunakan Instagram, gunakan metode new akun. Tidak terhubung dengan Instagram.",2
"bagus sih, tapi lebih bagus lagi kalo ada vitur chat nya/dm",5
"Saya pengguna baru apk ini, salam dari Indonesia \U0001f1f2\U0001f1e8\U0001f1f2\U0001f1e8\U0001f1f2\U0001f1e8\U0001f1f2\U0001f1e8\U0001f1f2\U0001f1e8",5
No coment,5
"Bagus menurutku \U0001f601, tapi tolong tambahin fitur translate bahasa.",5
Aneh gabisa liat orang yg di follow terus yg di timeline cuma orang orang yg gak di follow terus apa gunanya follow orang,2
"Ada Yang Ketinggalan. Kenapa Ngga Ada Fitur ""Beralih Akun""?",3
"Fitur search cuma buat cari pengguna, tidak ada trending topik, tidak bisa komentar gif",3
Tolong beri fitur translate \U0001f62d\U0001f62di really need it,4
Akan ku bantu kau le,5
Bagus,5
Waduh fitur bagus banget Ya,5
Nice,5
"masih ada bugs di android, belum smooth",3
"Ini keren, baru ditahap awal dan semoga semakin baik lagi di masa depan",5
"Sy.....cb dlu sptx...., Mnarik",3
Lumayan lah aplikasi nya,5
Masih ada bug ya? Kalo scroll tampilan bertumpukan tidak teratur bahkan pindah dari home ke menu profile juga sama,1
Gg,5
"Lumayan buat gabut, nambah nambahin akun",5
Semoga akun instagram @acengdis mendapat dukungan dan verified badge dari instagram. Amin,3
Kerennn..,5
silit,1
Pollow gaes. syafikur_r21 Aowksowk,5
"Saran harusnya ada tab postingan dari orang yang kita follow aja jadi nya ada 2 tab. Satu buat \u201cFYP\u201d nya, satu lagi tab \u201cfollowing\u201d buat orang-orang yang emang kita follow.",4
Nice,5
Mantap,5
Masih banyak bug,3
"Ga bisa di download, gagal terus",1
"Lebih Baik Dari Twitter, Karna tidak ada keterbatasan serta lebih rapi.",5
Masihh banyakk bug,2
Punya saia sering error braw tolong di bantu laaa,3
P ningaalin jejak buat cucu cicit ku bahwa saya menggunakan threads saat awal rilis,5
"Ribet, ngapain bukan aplikasi instagram saja yang dikembangkan saja. Ini harus menginstall 2 aplikasi. Ribet sekali. Mana harus nyari pengikut lagi di Threads. Huft egois bangetlah INSTAGRAM",3
Apakah Twitter akan tergantikan????\U0001f5ff\U0001f5ff\U0001f5ff,5
Keren Ni apps,5
"Udah Bagus, simple, mirip Twitter, cuman belum bisa cek Insight dan Multiply Account. Selain itu belum terdapat fitur Smart Search ataupun Hastag yang populer. Semoga segera ditambah",4
"bug anying,error",2
Masih bingung,5
Di hp saya ko jadi rucek gerak2 yh.. apa kalo d android emang gitu?,2
baru,5
"P, first",1
Keren,5
Mohon untuk melengkapi fitur terjemah dan seberapa banyak orang melihat postingan profil kita,5
Pandainya meta memanfaatkan kekisruhan para twitterian \U0001f605,5
Nyoba dulu,3
Perfect,5
"Nice to see, looking for what will be",4
Good,5
"Kesan pertama kali pakai, mirip twitter tapi versi IG",5
\u2764\ufe0f,4
Baik,5
"Masih ujicoba, ya kali bagus kasih bintang lg",3
"Tambahin fitur tanding,dan translate juga UInya jadi semooth dan gak kaku",4
gws elon musk,5
another way to update on social media.. Let's threads! @cello_looney or Instagram: @shiningcraftidproduct,5
